 rt 	  est 	  resp 	  laten 	  good 	  SU 
 218	 1	 4	 335162	 1	 RFRC_25071995
 296	 1	 4	 337147	 1	 RFRC_25071995
 266	 1	 4	 338834	 1	 RFRC_25071995
 -99	 2	 -99	 340427	 1	 RFRC_25071995
 266	 1	 4	 342552	 1	 RFRC_25071995
 281	 1	 4	 344787	 1	 RFRC_25071995
 234	 1	 4	 346475	 1	 RFRC_25071995
 280	 2	 4	 347772	 1	 RFRC_25071995
 265	 1	 4	 349022	 1	 RFRC_25071995
 342	 1	 4	 350897	 1	 RFRC_25071995
 313	 1	 4	 352162	 1	 RFRC_25071995
 296	 1	 4	 354068	 1	 RFRC_25071995
 313	 1	 4	 356364	 1	 RFRC_25071995
 -99	 2	 -99	 357739	 1	 RFRC_25071995
 280	 1	 4	 358897	 1	 RFRC_25071995
 297	 1	 4	 361255	 1	 RFRC_25071995
 282	 1	 4	 362505	 1	 RFRC_25071995
 -99	 2	 -99	 364147	 1	 RFRC_25071995
 250	 1	 4	 365647	 1	 RFRC_25071995
 -99	 2	 -99	 367022	 1	 RFRC_25071995
 266	 1	 4	 368927	 1	 RFRC_25071995
 280	 1	 4	 370959	 1	 RFRC_25071995
 297	 1	 4	 372505	 1	 RFRC_25071995
 281	 1	 4	 374287	 1	 RFRC_25071995
 266	 1	 4	 376302	 1	 RFRC_25071995
 297	 1	 4	 377662	 1	 RFRC_25071995
 264	 1	 4	 379100	 1	 RFRC_25071995
 -99	 2	 -99	 381193	 1	 RFRC_25071995
 220	 1	 4	 382802	 1	 RFRC_25071995
 -99	 2	 -99	 384630	 1	 RFRC_25071995
 266	 1	 4	 385818	 1	 RFRC_25071995
 266	 1	 4	 387114	 1	 RFRC_25071995
 264	 1	 4	 388975	 1	 RFRC_25071995
 -99	 2	 -99	 389943	 1	 RFRC_25071995
 266	 1	 4	 390927	 1	 RFRC_25071995
 -99	 2	 -99	 392787	 1	 RFRC_25071995
 264	 1	 4	 394100	 1	 RFRC_25071995
 296	 1	 4	 396084	 1	 RFRC_25071995
 236	 1	 4	 397739	 1	 RFRC_25071995
 -99	 2	 -99	 399725	 1	 RFRC_25071995
 280	 1	 4	 401522	 1	 RFRC_25071995
 282	 1	 4	 403130	 1	 RFRC_25071995
 345	 1	 4	 404114	 1	 RFRC_25071995
 -99	 2	 -99	 406022	 1	 RFRC_25071995
 236	 1	 4	 407364	 1	 RFRC_25071995
 -99	 2	 -99	 409693	 1	 RFRC_25071995
 297	 1	 4	 410880	 1	 RFRC_25071995
 280	 1	 4	 412600	 1	 RFRC_25071995
 250	 1	 4	 414318	 1	 RFRC_25071995
 266	 1	 4	 415364	 1	 RFRC_25071995
 265	 1	 4	 417537	 1	 RFRC_25071995
 250	 1	 4	 418677	 1	 RFRC_25071995
 250	 1	 4	 421084	 1	 RFRC_25071995
 -99	 2	 -99	 423037	 1	 RFRC_25071995
 250	 1	 4	 424897	 1	 RFRC_25071995
 280	 1	 4	 426975	 1	 RFRC_25071995
 250	 1	 4	 428334	 1	 RFRC_25071995
 282	 1	 4	 429630	 1	 RFRC_25071995
 250	 1	 4	 431147	 1	 RFRC_25071995
 -99	 2	 -99	 432239	 1	 RFRC_25071995
 236	 1	 4	 434614	 1	 RFRC_25071995
 265	 1	 4	 436162	 1	 RFRC_25071995
 280	 1	 4	 437209	 1	 RFRC_25071995
 264	 1	 4	 438475	 1	 RFRC_25071995
 265	 1	 4	 439662	 1	 RFRC_25071995
 264	 1	 4	 441475	 1	 RFRC_25071995
 250	 1	 4	 443677	 1	 RFRC_25071995
 -99	 2	 -99	 445193	 1	 RFRC_25071995
 375	 1	 4	 504147	 1	 RFRC_25071995
 250	 1	 4	 506037	 1	 RFRC_25071995
 266	 1	 4	 507614	 1	 RFRC_25071995
 264	 1	 4	 509725	 1	 RFRC_25071995
 250	 1	 4	 510802	 1	 RFRC_25071995
 250	 1	 4	 512787	 1	 RFRC_25071995
 234	 1	 4	 514443	 1	 RFRC_25071995
 -99	 2	 -99	 515787	 1	 RFRC_25071995
 250	 1	 4	 517443	 1	 RFRC_25071995
 282	 1	 4	 518505	 1	 RFRC_25071995
 266	 1	 4	 520864	 1	 RFRC_25071995
 280	 1	 4	 522209	 1	 RFRC_25071995
 267	 1	 4	 523880	 1	 RFRC_25071995
 266	 1	 4	 524927	 1	 RFRC_25071995
 250	 1	 4	 525943	 1	 RFRC_25071995
 -99	 2	 -99	 527443	 1	 RFRC_25071995
 283	 1	 4	 528489	 1	 RFRC_25071995
 250	 2	 4	 529989	 1	 RFRC_25071995
 280	 1	 4	 531600	 1	 RFRC_25071995
 344	 1	 4	 532568	 1	 RFRC_25071995
 298	 1	 4	 534677	 1	 RFRC_25071995
 -99	 2	 -99	 536630	 1	 RFRC_25071995
 264	 1	 4	 538850	 1	 RFRC_25071995
 312	 1	 4	 539802	 1	 RFRC_25071995
 280	 1	 4	 541334	 1	 RFRC_25071995
 -99	 2	 -99	 542364	 1	 RFRC_25071995
 265	 1	 4	 543787	 1	 RFRC_25071995
 296	 1	 4	 545568	 1	 RFRC_25071995
 298	 1	 4	 546614	 1	 RFRC_25071995
 -99	 2	 -99	 548052	 1	 RFRC_25071995
 282	 1	 4	 549255	 1	 RFRC_25071995
 266	 1	 4	 550677	 1	 RFRC_25071995
 391	 1	 4	 552068	 1	 RFRC_25071995
 -99	 2	 -99	 552975	 1	 RFRC_25071995
 235	 1	 4	 554787	 1	 RFRC_25071995
 -99	 2	 -99	 557114	 1	 RFRC_25071995
 280	 1	 4	 559475	 1	 RFRC_25071995
 312	 1	 4	 560427	 1	 RFRC_25071995
 282	 1	 4	 561880	 1	 RFRC_25071995
 264	 1	 4	 563975	 1	 RFRC_25071995
 267	 1	 4	 565755	 1	 RFRC_25071995
 282	 1	 4	 567193	 1	 RFRC_25071995
 282	 1	 4	 568380	 1	 RFRC_25071995
 -99	 2	 -99	 570037	 1	 RFRC_25071995
 266	 1	 4	 571443	 1	 RFRC_25071995
 -99	 2	 -99	 572630	 1	 RFRC_25071995
 234	 1	 4	 574443	 1	 RFRC_25071995
 -99	 2	 -99	 575537	 1	 RFRC_25071995
 282	 1	 4	 577380	 1	 RFRC_25071995
 250	 1	 4	 579630	 1	 RFRC_25071995
 250	 1	 4	 581005	 1	 RFRC_25071995
 -99	 2	 -99	 582818	 1	 RFRC_25071995
 235	 1	 4	 584677	 1	 RFRC_25071995
 280	 1	 4	 586959	 1	 RFRC_25071995
 282	 1	 4	 588177	 1	 RFRC_25071995
 265	 1	 4	 589537	 1	 RFRC_25071995
 281	 1	 4	 591912	 1	 RFRC_25071995
 265	 1	 4	 594147	 1	 RFRC_25071995
 265	 1	 4	 596397	 1	 RFRC_25071995
 -99	 2	 -99	 597772	 1	 RFRC_25071995
 280	 1	 4	 598725	 1	 RFRC_25071995
 -99	 2	 -99	 600022	 1	 RFRC_25071995
 250	 1	 4	 602209	 1	 RFRC_25071995
 313	 1	 4	 604412	 1	 RFRC_25071995
 297	 1	 4	 606100	 1	 RFRC_25071995
 250	 1	 4	 608459	 1	 RFRC_25071995
 282	 1	 4	 610130	 1	 RFRC_25071995
 -99	 2	 -99	 612005	 1	 RFRC_25071995
 266	 1	 4	 614427	 1	 RFRC_25071995
 266	 1	 4	 616209	 1	 RFRC_25071995
 266	 1	 4	 618209	 1	 RFRC_25071995
 -99	 2	 -99	 619897	 1	 RFRC_25071995
 250	 1	 4	 621193	 1	 RFRC_25071995
 298	 1	 4	 622739	 1	 RFRC_25071995
 312	 1	 4	 624552	 1	 RFRC_25071995
 -99	 2	 -99	 626239	 1	 RFRC_25071995
 280	 1	 4	 628084	 1	 RFRC_25071995
 265	 1	 4	 629772	 1	 RFRC_25071995
 236	 1	 4	 631364	 1	 RFRC_25071995
 313	 1	 4	 633005	 1	 RFRC_25071995
 250	 1	 4	 634772	 1	 RFRC_25071995
 -99	 2	 -99	 636022	 1	 RFRC_25071995
 250	 1	 4	 637568	 1	 RFRC_25071995
 313	 1	 4	 638537	 1	 RFRC_25071995
 267	 1	 4	 640255	 1	 RFRC_25071995
 438	 1	 4	 641364	 1	 RFRC_25071995
 283	 1	 4	 643739	 1	 RFRC_25071995
 250	 1	 4	 644709	 1	 RFRC_25071995
 265	 1	 4	 645662	 1	 RFRC_25071995
 -99	 2	 -99	 647364	 1	 RFRC_25071995
 217	 1	 4	 649397	 1	 RFRC_25071995
 265	 1	 4	 651537	 1	 RFRC_25071995
 282	 1	 4	 653630	 1	 RFRC_25071995
 250	 1	 4	 655318	 1	 RFRC_25071995
 250	 1	 4	 656475	 1	 RFRC_25071995
 297	 1	 4	 658412	 1	 RFRC_25071995
 250	 1	 4	 659647	 1	 RFRC_25071995
 -99	 2	 -99	 660802	 1	 RFRC_25071995
 250	 1	 4	 661943	 1	 RFRC_25071995
 250	 1	 4	 664350	 1	 RFRC_25071995
 405	 1	 4	 37863	 1	 D_VS_13081994
 280	 1	 4	 39129	 1	 D_VS_13081994
 267	 1	 4	 40659	 1	 D_VS_13081994
 -99	 2	 -99	 42097	 1	 D_VS_13081994
 313	 1	 4	 43191	 1	 D_VS_13081994
 234	 1	 4	 45129	 1	 D_VS_13081994
 343	 1	 4	 47004	 1	 D_VS_13081994
 250	 2	 4	 49222	 1	 D_VS_13081994
 -99	 1	 -99	 50441	 1	 D_VS_13081994
 234	 2	 4	 52472	 1	 D_VS_13081994
 -99	 1	 -99	 53722	 1	 D_VS_13081994
 313	 1	 4	 55034	 1	 D_VS_13081994
 236	 1	 4	 56768	 1	 D_VS_13081994
 -99	 2	 -99	 58159	 1	 D_VS_13081994
 204	 1	 4	 60034	 1	 D_VS_13081994
 204	 1	 4	 61768	 1	 D_VS_13081994
 265	 1	 4	 62691	 1	 D_VS_13081994
 -99	 2	 -99	 63691	 1	 D_VS_13081994
 218	 1	 4	 64754	 1	 D_VS_13081994
 264	 1	 4	 66379	 1	 D_VS_13081994
 280	 1	 4	 67613	 1	 D_VS_13081994
 -99	 2	 -99	 68879	 1	 D_VS_13081994
 297	 1	 4	 71004	 1	 D_VS_13081994
 297	 1	 4	 72629	 1	 D_VS_13081994
 282	 1	 4	 73956	 1	 D_VS_13081994
 234	 1	 4	 75659	 1	 D_VS_13081994
 282	 1	 4	 77972	 1	 D_VS_13081994
 -99	 2	 -99	 79004	 1	 D_VS_13081994
 235	 1	 4	 79956	 1	 D_VS_13081994
 234	 1	 4	 81909	 1	 D_VS_13081994
 280	 1	 4	 83879	 1	 D_VS_13081994
 282	 1	 4	 85347	 1	 D_VS_13081994
 234	 1	 4	 86847	 1	 D_VS_13081994
 -99	 2	 -99	 88831	 1	 D_VS_13081994
 217	 1	 4	 91051	 1	 D_VS_13081994
 236	 1	 4	 92268	 1	 D_VS_13081994
 -99	 1	 -99	 94659	 1	 D_VS_13081994
 204	 1	 4	 96409	 1	 D_VS_13081994
 250	 1	 4	 97816	 1	 D_VS_13081994
 218	 1	 4	 99816	 1	 D_VS_13081994
 266	 1	 4	 100847	 1	 D_VS_13081994
 -99	 2	 -99	 102738	 1	 D_VS_13081994
 219	 1	 4	 104847	 1	 D_VS_13081994
 236	 1	 4	 106018	 1	 D_VS_13081994
 220	 1	 4	 108143	 1	 D_VS_13081994
 250	 1	 4	 109629	 1	 D_VS_13081994
 266	 1	 4	 111738	 1	 D_VS_13081994
 -99	 2	 -99	 112988	 1	 D_VS_13081994
 234	 1	 4	 115222	 1	 D_VS_13081994
 359	 1	 4	 116409	 1	 D_VS_13081994
 236	 1	 4	 117893	 1	 D_VS_13081994
 234	 1	 4	 119238	 1	 D_VS_13081994
 235	 1	 4	 120331	 1	 D_VS_13081994
 220	 2	 4	 122081	 1	 D_VS_13081994
 202	 1	 4	 124004	 1	 D_VS_13081994
 218	 1	 4	 125566	 1	 D_VS_13081994
 313	 1	 4	 126893	 1	 D_VS_13081994
 -99	 2	 -99	 129143	 1	 D_VS_13081994
 234	 1	 4	 130784	 1	 D_VS_13081994
 265	 1	 4	 132816	 1	 D_VS_13081994
 328	 1	 4	 133801	 1	 D_VS_13081994
 266	 1	 4	 134738	 1	 D_VS_13081994
 -99	 1	 -99	 136831	 1	 D_VS_13081994
 -99	 2	 -99	 138426	 1	 D_VS_13081994
 250	 1	 4	 140706	 1	 D_VS_13081994
 234	 1	 4	 141754	 1	 D_VS_13081994
 234	 1	 4	 143597	 1	 D_VS_13081994
 -99	 2	 -99	 145456	 1	 D_VS_13081994
 266	 1	 4	 147331	 1	 D_VS_13081994
 250	 1	 4	 149081	 1	 D_VS_13081994
 -99	 1	 -99	 150301	 1	 D_VS_13081994
 -99	 1	 -99	 152051	 1	 D_VS_13081994
 -99	 1	 -99	 152988	 1	 D_VS_13081994
 250	 1	 4	 155379	 1	 D_VS_13081994
 220	 1	 4	 157706	 1	 D_VS_13081994
 -99	 2	 -99	 158754	 1	 D_VS_13081994
 217	 1	 4	 159926	 1	 D_VS_13081994
 218	 2	 4	 161566	 1	 D_VS_13081994
 250	 1	 4	 162909	 1	 D_VS_13081994
 283	 1	 4	 164518	 1	 D_VS_13081994
 250	 1	 4	 166097	 1	 D_VS_13081994
 265	 1	 4	 168316	 1	 D_VS_13081994
 250	 1	 4	 169784	 1	 D_VS_13081994
 234	 2	 4	 171347	 1	 D_VS_13081994
 236	 1	 4	 173643	 1	 D_VS_13081994
 298	 1	 4	 175581	 1	 D_VS_13081994
 218	 1	 4	 176629	 1	 D_VS_13081994
 -99	 1	 -99	 178909	 1	 D_VS_13081994
 234	 1	 4	 180129	 1	 D_VS_13081994
 234	 1	 4	 182347	 1	 D_VS_13081994
 235	 1	 4	 184066	 1	 D_VS_13081994
 -99	 2	 -99	 185191	 1	 D_VS_13081994
 283	 1	 4	 187268	 1	 D_VS_13081994
 235	 1	 4	 189581	 1	 D_VS_13081994
 250	 1	 4	 191301	 1	 D_VS_13081994
 235	 1	 4	 193566	 1	 D_VS_13081994
 -99	 1	 -99	 194597	 1	 D_VS_13081994
 236	 1	 4	 195643	 1	 D_VS_13081994
 234	 1	 4	 197909	 1	 D_VS_13081994
 -99	 2	 -99	 199222	 1	 D_VS_13081994
 361	 1	 4	 285018	 1	 D_VS_13081994
 -99	 2	 -99	 287301	 1	 D_VS_13081994
 327	 1	 4	 288754	 1	 D_VS_13081994
 -99	 2	 -99	 290643	 1	 D_VS_13081994
 -99	 1	 -99	 291768	 1	 D_VS_13081994
 235	 1	 4	 293941	 1	 D_VS_13081994
 266	 1	 4	 295113	 1	 D_VS_13081994
 297	 1	 4	 296034	 1	 D_VS_13081994
 282	 1	 4	 297034	 1	 D_VS_13081994
 -99	 2	 -99	 298363	 1	 D_VS_13081994
 204	 1	 4	 299893	 1	 D_VS_13081994
 265	 1	 4	 301176	 1	 D_VS_13081994
 250	 1	 4	 303518	 1	 D_VS_13081994
 -99	 1	 -99	 304956	 1	 D_VS_13081994
 220	 1	 4	 306659	 1	 D_VS_13081994
 280	 1	 4	 308488	 1	 D_VS_13081994
 345	 1	 4	 309706	 1	 D_VS_13081994
 -99	 2	 -99	 311379	 1	 D_VS_13081994
 220	 1	 4	 313393	 1	 D_VS_13081994
 220	 2	 4	 314768	 1	 D_VS_13081994
 280	 1	 4	 316379	 1	 D_VS_13081994
 312	 1	 4	 317801	 1	 D_VS_13081994
 264	 1	 4	 320129	 1	 D_VS_13081994
 327	 1	 4	 321941	 1	 D_VS_13081994
 359	 1	 4	 323129	 1	 D_VS_13081994
 202	 1	 4	 324879	 1	 D_VS_13081994
 217	 1	 4	 326426	 1	 D_VS_13081994
 -99	 2	 -99	 327643	 1	 D_VS_13081994
 203	 1	 4	 329738	 1	 D_VS_13081994
 391	 1	 4	 330847	 1	 D_VS_13081994
 250	 1	 4	 333018	 1	 D_VS_13081994
 265	 1	 4	 334441	 1	 D_VS_13081994
 265	 1	 4	 335441	 1	 D_VS_13081994
 250	 1	 4	 337081	 1	 D_VS_13081994
 250	 1	 4	 338472	 1	 D_VS_13081994
 -99	 2	 -99	 339488	 1	 D_VS_13081994
 234	 1	 4	 340863	 1	 D_VS_13081994
 234	 1	 4	 342784	 1	 D_VS_13081994
 358	 1	 4	 344176	 1	 D_VS_13081994
 282	 1	 4	 345081	 1	 D_VS_13081994
 219	 1	 4	 346597	 1	 D_VS_13081994
 233	 2	 4	 348426	 1	 D_VS_13081994
 358	 1	 4	 349426	 1	 D_VS_13081994
 220	 1	 4	 351456	 1	 D_VS_13081994
 250	 1	 4	 352941	 1	 D_VS_13081994
 235	 1	 4	 354191	 1	 D_VS_13081994
 281	 1	 4	 355816	 1	 D_VS_13081994
 280	 1	 4	 358176	 1	 D_VS_13081994
 625	 1	 4	 359472	 1	 D_VS_13081994
 -99	 2	 -99	 360643	 1	 D_VS_13081994
 204	 1	 4	 363018	 1	 D_VS_13081994
 203	 2	 4	 365081	 1	 D_VS_13081994
 217	 1	 4	 367426	 1	 D_VS_13081994
 220	 1	 4	 368456	 1	 D_VS_13081994
 236	 1	 4	 369393	 1	 D_VS_13081994
 250	 2	 4	 370566	 1	 D_VS_13081994
 187	 1	 4	 372081	 1	 D_VS_13081994
 220	 2	 4	 373831	 1	 D_VS_13081994
 266	 1	 4	 376081	 1	 D_VS_13081994
 203	 1	 4	 378206	 1	 D_VS_13081994
 220	 1	 4	 380206	 1	 D_VS_13081994
 -99	 2	 -99	 381331	 1	 D_VS_13081994
 313	 1	 4	 382534	 1	 D_VS_13081994
 266	 2	 4	 384738	 1	 D_VS_13081994
 -99	 1	 -99	 386004	 1	 D_VS_13081994
 218	 1	 4	 387691	 1	 D_VS_13081994
 219	 1	 4	 390097	 1	 D_VS_13081994
 250	 1	 4	 392034	 1	 D_VS_13081994
 375	 1	 4	 392972	 1	 D_VS_13081994
 609	 1	 4	 395238	 1	 D_VS_13081994
 297	 1	 4	 397254	 1	 D_VS_13081994
 -99	 2	 -99	 399129	 1	 D_VS_13081994
 313	 1	 4	 400238	 1	 D_VS_13081994
 297	 1	 4	 401534	 1	 D_VS_13081994
 297	 1	 4	 402816	 1	 D_VS_13081994
 297	 1	 4	 403941	 1	 D_VS_13081994
 313	 1	 4	 404941	 1	 D_VS_13081994
 220	 1	 4	 406409	 1	 D_VS_13081994
 327	 1	 4	 407441	 1	 D_VS_13081994
 -99	 2	 -99	 409254	 1	 D_VS_13081994
 235	 1	 4	 411331	 1	 D_VS_13081994
 298	 1	 4	 413143	 1	 D_VS_13081994
 235	 1	 4	 414941	 1	 D_VS_13081994
 -99	 2	 -99	 416284	 1	 D_VS_13081994
 217	 1	 4	 418676	 1	 D_VS_13081994
 220	 1	 4	 421034	 1	 D_VS_13081994
 -99	 1	 -99	 422034	 1	 D_VS_13081994
 280	 1	 4	 423254	 1	 D_VS_13081994
 204	 1	 4	 425018	 1	 D_VS_13081994
 235	 2	 4	 426691	 1	 D_VS_13081994
 187	 1	 4	 428097	 1	 D_VS_13081994
 265	 1	 4	 429676	 1	 D_VS_13081994
 298	 1	 4	 430581	 1	 D_VS_13081994
 -99	 2	 -99	 432879	 1	 D_VS_13081994
 204	 1	 4	 435034	 1	 D_VS_13081994
 265	 1	 4	 436176	 1	 D_VS_13081994
 264	 1	 4	 437629	 1	 D_VS_13081994
 266	 1	 4	 439018	 1	 D_VS_13081994
 266	 1	 4	 440472	 1	 D_VS_13081994
 -99	 2	 -99	 441472	 1	 D_VS_13081994
 375	 1	 4	 480659	 1	 D_VS_13081994
 234	 1	 4	 482472	 1	 D_VS_13081994
 220	 1	 4	 484831	 1	 D_VS_13081994
 265	 1	 4	 486176	 1	 D_VS_13081994
 220	 1	 4	 488581	 1	 D_VS_13081994
 264	 2	 4	 490754	 1	 D_VS_13081994
 236	 1	 4	 492893	 1	 D_VS_13081994
 233	 2	 4	 495301	 1	 D_VS_13081994
 312	 1	 4	 496504	 1	 D_VS_13081994
 234	 1	 4	 497597	 1	 D_VS_13081994
 266	 1	 4	 499613	 1	 D_VS_13081994
 218	 1	 4	 501504	 1	 D_VS_13081994
 250	 1	 4	 502879	 1	 D_VS_13081994
 -99	 2	 -99	 504206	 1	 D_VS_13081994
 218	 1	 4	 506566	 1	 D_VS_13081994
 234	 1	 4	 507754	 1	 D_VS_13081994
 280	 1	 4	 509676	 1	 D_VS_13081994
 -99	 2	 -99	 510988	 1	 D_VS_13081994
 250	 1	 4	 513018	 1	 D_VS_13081994
 266	 1	 4	 514347	 1	 D_VS_13081994
 236	 1	 4	 515768	 1	 D_VS_13081994
 -99	 2	 -99	 517316	 1	 D_VS_13081994
 218	 1	 4	 519379	 1	 D_VS_13081994
 328	 1	 4	 520363	 1	 D_VS_13081994
 267	 1	 4	 522534	 1	 D_VS_13081994
 -99	 2	 -99	 524206	 1	 D_VS_13081994
 234	 1	 4	 526597	 1	 D_VS_13081994
 250	 1	 4	 528129	 1	 D_VS_13081994
 327	 1	 4	 530129	 1	 D_VS_13081994
 266	 1	 4	 531488	 1	 D_VS_13081994
 266	 1	 4	 532893	 1	 D_VS_13081994
 -99	 2	 -99	 535176	 1	 D_VS_13081994
 266	 1	 4	 536268	 1	 D_VS_13081994
 -99	 2	 -99	 538488	 1	 D_VS_13081994
 235	 1	 4	 540581	 1	 D_VS_13081994
 234	 1	 4	 542613	 1	 D_VS_13081994
 234	 1	 4	 543722	 1	 D_VS_13081994
 218	 1	 4	 545488	 1	 D_VS_13081994
 234	 1	 4	 547488	 1	 D_VS_13081994
 218	 2	 4	 548879	 1	 D_VS_13081994
 267	 1	 4	 550159	 1	 D_VS_13081994
 328	 1	 4	 552426	 1	 D_VS_13081994
 234	 1	 4	 553863	 1	 D_VS_13081994
 280	 1	 4	 555113	 1	 D_VS_13081994
 313	 1	 4	 556066	 1	 D_VS_13081994
 -99	 2	 -99	 557393	 1	 D_VS_13081994
 220	 1	 4	 559659	 1	 D_VS_13081994
 296	 1	 4	 561301	 1	 D_VS_13081994
 220	 1	 4	 562909	 1	 D_VS_13081994
 -99	 2	 -99	 564472	 1	 D_VS_13081994
 250	 1	 4	 566816	 1	 D_VS_13081994
 235	 1	 4	 568206	 1	 D_VS_13081994
 234	 1	 4	 569988	 1	 D_VS_13081994
 204	 1	 4	 571643	 1	 D_VS_13081994
 250	 1	 4	 573597	 1	 D_VS_13081994
 234	 2	 4	 575347	 1	 D_VS_13081994
 250	 1	 4	 576676	 1	 D_VS_13081994
 234	 1	 4	 578909	 1	 D_VS_13081994
 218	 1	 4	 580629	 1	 D_VS_13081994
 266	 2	 4	 582393	 1	 D_VS_13081994
 203	 1	 4	 583956	 1	 D_VS_13081994
 282	 1	 4	 585097	 1	 D_VS_13081994
 266	 1	 4	 586238	 1	 D_VS_13081994
 313	 1	 4	 587893	 1	 D_VS_13081994
 266	 1	 4	 589597	 1	 D_VS_13081994
 -99	 2	 -99	 591972	 1	 D_VS_13081994
 217	 1	 4	 594051	 1	 D_VS_13081994
 328	 1	 4	 595863	 1	 D_VS_13081994
 298	 1	 4	 596893	 1	 D_VS_13081994
 -99	 2	 -99	 598518	 1	 D_VS_13081994
 250	 1	 4	 600691	 1	 D_VS_13081994
 219	 1	 4	 602597	 1	 D_VS_13081994
 218	 1	 4	 604629	 1	 D_VS_13081994
 250	 1	 4	 606191	 1	 D_VS_13081994
 250	 1	 4	 608393	 1	 D_VS_13081994
 283	 2	 4	 610643	 1	 D_VS_13081994
 265	 1	 4	 611691	 1	 D_VS_13081994
 235	 1	 4	 613081	 1	 D_VS_13081994
 266	 1	 4	 614863	 1	 D_VS_13081994
 296	 1	 4	 616972	 1	 D_VS_13081994
 266	 1	 4	 618706	 1	 D_VS_13081994
 -99	 1	 -99	 621081	 1	 D_VS_13081994
 218	 1	 4	 623191	 1	 D_VS_13081994
 296	 2	 4	 624347	 1	 D_VS_13081994
 235	 1	 4	 625706	 1	 D_VS_13081994
 220	 1	 4	 627831	 1	 D_VS_13081994
 250	 1	 4	 628893	 1	 D_VS_13081994
 297	 1	 4	 631066	 1	 D_VS_13081994
 280	 1	 4	 632426	 1	 D_VS_13081994
 235	 2	 4	 634206	 1	 D_VS_13081994
 250	 1	 4	 636331	 1	 D_VS_13081994
 235	 1	 4	 638441	 1	 D_VS_13081994
 266	 1	 4	 639488	 1	 D_VS_13081994
 265	 1	 4	 641676	 1	 D_VS_13081994
 266	 1	 4	 643956	 1	 D_VS_13081994
 235	 1	 4	 646331	 1	 D_VS_13081994
 359	 1	 4	 648488	 1	 D_VS_13081994
 -99	 2	 -99	 650363	 1	 D_VS_13081994
 266	 1	 4	 651488	 1	 D_VS_13081994
 203	 1	 4	 653551	 1	 D_VS_13081994
 375	 1	 4	 36839	 1	 N_GV_14101995
 467	 2	 4	 38122	 1	 N_GV_14101995
 345	 1	 4	 40277	 1	 N_GV_14101995
 375	 1	 4	 42262	 1	 N_GV_14101995
 281	 1	 4	 43262	 1	 N_GV_14101995
 -99	 2	 -99	 45527	 1	 N_GV_14101995
 280	 1	 4	 47809	 1	 N_GV_14101995
 298	 1	 4	 49527	 1	 N_GV_14101995
 297	 1	 4	 51825	 1	 N_GV_14101995
 280	 1	 4	 53575	 1	 N_GV_14101995
 298	 1	 4	 54777	 1	 N_GV_14101995
 265	 1	 4	 56637	 1	 N_GV_14101995
 375	 1	 4	 58402	 1	 N_GV_14101995
 -99	 2	 -99	 59434	 1	 N_GV_14101995
 250	 1	 4	 60684	 1	 N_GV_14101995
 298	 1	 4	 62652	 1	 N_GV_14101995
 280	 1	 4	 64809	 1	 N_GV_14101995
 280	 1	 4	 65872	 1	 N_GV_14101995
 266	 1	 4	 67434	 1	 N_GV_14101995
 280	 1	 4	 69684	 1	 N_GV_14101995
 328	 1	 4	 71184	 1	 N_GV_14101995
 296	 2	 4	 73434	 1	 N_GV_14101995
 313	 1	 4	 75684	 1	 N_GV_14101995
 328	 1	 4	 77527	 1	 N_GV_14101995
 265	 1	 4	 79122	 1	 N_GV_14101995
 437	 1	 4	 81200	 1	 N_GV_14101995
 343	 1	 4	 82137	 1	 N_GV_14101995
 -99	 2	 -99	 83527	 1	 N_GV_14101995
 265	 1	 4	 85872	 1	 N_GV_14101995
 250	 1	 4	 86997	 1	 N_GV_14101995
 266	 1	 4	 87902	 1	 N_GV_14101995
 329	 1	 4	 89855	 1	 N_GV_14101995
 264	 1	 4	 92075	 1	 N_GV_14101995
 -99	 2	 -99	 93450	 1	 N_GV_14101995
 283	 1	 4	 94464	 1	 N_GV_14101995
 280	 1	 4	 96700	 1	 N_GV_14101995
 297	 1	 4	 98575	 1	 N_GV_14101995
 297	 1	 4	 99605	 1	 N_GV_14101995
 281	 1	 4	 100637	 1	 N_GV_14101995
 282	 1	 4	 101652	 1	 N_GV_14101995
 280	 1	 4	 103575	 1	 N_GV_14101995
 -99	 2	 -99	 105247	 1	 N_GV_14101995
 329	 1	 4	 106168	 1	 N_GV_14101995
 296	 1	 4	 107247	 1	 N_GV_14101995
 234	 1	 4	 108855	 1	 N_GV_14101995
 312	 1	 4	 111247	 1	 N_GV_14101995
 375	 1	 4	 112184	 1	 N_GV_14101995
 438	 1	 4	 114184	 1	 N_GV_14101995
 266	 1	 4	 115418	 1	 N_GV_14101995
 -99	 2	 -99	 116918	 1	 N_GV_14101995
 282	 1	 4	 118293	 1	 N_GV_14101995
 358	 1	 4	 119747	 1	 N_GV_14101995
 233	 1	 4	 121747	 1	 N_GV_14101995
 312	 1	 4	 123200	 1	 N_GV_14101995
 282	 1	 4	 124902	 1	 N_GV_14101995
 204	 1	 4	 126043	 1	 N_GV_14101995
 266	 1	 4	 127839	 1	 N_GV_14101995
 280	 2	 4	 130059	 1	 N_GV_14101995
 296	 1	 4	 131793	 1	 N_GV_14101995
 296	 1	 4	 133543	 1	 N_GV_14101995
 312	 1	 4	 135168	 1	 N_GV_14101995
 282	 2	 4	 137293	 1	 N_GV_14101995
