"","rt","est","resp","laten","good","SU","Age","Sex"
"620",328,1,4,79100,1,22,20,"M"
"621",407,1,4,80975,1,22,20,"M"
"622",-99,2,-99,82616,1,22,20,"M"
"623",298,1,4,83912,1,22,20,"M"
"624",329,1,4,84928,1,22,20,"M"
"625",359,1,4,86553,1,22,20,"M"
"626",-99,2,-99,87835,1,22,20,"M"
"627",375,1,4,90132,1,22,20,"M"
"628",-99,2,-99,92491,1,22,20,"M"
"629",312,1,4,94741,1,22,20,"M"
"630",327,1,4,95898,1,22,20,"M"
"631",361,1,4,97162,1,22,20,"M"
"632",343,1,4,98148,1,22,20,"M"
"633",391,1,4,100491,1,22,20,"M"
"634",423,1,4,102475,1,22,20,"M"
"635",359,1,4,104523,1,22,20,"M"
"636",-99,2,-99,106303,1,22,20,"M"
"637",328,1,4,107382,1,22,20,"M"
"638",-99,2,-99,109398,1,22,20,"M"
"639",313,1,4,110507,1,22,20,"M"
"640",-99,2,-99,112616,1,22,20,"M"
"641",375,1,4,114898,1,22,20,"M"
"642",-99,2,-99,117100,1,22,20,"M"
"643",280,1,4,118945,1,22,20,"M"
"644",484,1,4,120023,1,22,20,"M"
"645",375,1,4,121085,1,22,20,"M"
"646",437,1,4,122475,1,22,20,"M"
"647",408,1,4,123787,1,22,20,"M"
"648",-99,2,-99,125445,1,22,20,"M"
"649",375,1,4,127116,1,22,20,"M"
"650",-99,2,-99,128773,1,22,20,"M"
"651",389,1,4,131023,1,22,20,"M"
"652",-99,2,-99,132445,1,22,20,"M"
"653",298,1,4,133725,1,22,20,"M"
"654",342,1,4,136070,1,22,20,"M"
"655",391,1,4,137382,1,22,20,"M"
"656",345,1,4,139428,1,22,20,"M"
"657",421,1,4,140491,1,22,20,"M"
"658",-99,2,-99,141553,1,22,20,"M"
"659",313,1,4,143632,1,22,20,"M"
"660",438,1,4,145585,1,22,20,"M"
"661",329,1,4,147116,1,22,20,"M"
"662",375,1,4,148070,1,22,20,"M"
"663",406,1,4,149960,1,22,20,"M"
"664",-99,2,-99,151116,1,22,20,"M"
"665",421,1,4,153320,1,22,20,"M"
"666",392,1,4,154553,1,22,20,"M"
"667",390,1,4,155570,1,22,20,"M"
"668",-99,2,-99,157132,1,22,20,"M"
"669",312,1,4,158241,1,22,20,"M"
"670",-99,2,-99,159241,1,22,20,"M"
"671",423,1,4,161162,1,22,20,"M"
"672",-99,2,-99,163116,1,22,20,"M"
"673",345,1,4,164850,1,22,20,"M"
"674",359,1,4,165898,1,22,20,"M"
"675",423,1,4,167912,1,22,20,"M"
"676",312,1,4,170023,1,22,20,"M"
"677",313,1,4,171928,1,22,20,"M"
"678",-99,2,-99,173570,1,22,20,"M"
"679",329,1,4,175162,1,22,20,"M"
"680",-99,2,-99,177162,1,22,20,"M"
"681",328,1,4,179507,1,22,20,"M"
"682",359,2,4,180616,1,22,20,"M"
"683",375,1,4,182210,1,22,20,"M"
"684",485,1,4,184335,1,22,20,"M"
"685",375,1,4,185320,1,22,20,"M"
"686",-99,2,-99,186787,1,22,20,"M"
"687",298,1,4,188287,1,22,20,"M"
"688",329,1,4,190303,1,22,20,"M"
"689",327,1,4,192085,1,22,20,"M"
"690",298,2,4,194475,1,22,20,"M"
"691",375,1,4,195773,1,22,20,"M"
"692",406,1,4,196835,1,22,20,"M"
"693",408,1,4,199037,1,22,20,"M"
"694",-99,2,-99,200320,1,22,20,"M"
"695",421,1,4,202132,1,22,20,"M"
"696",423,1,4,203975,1,22,20,"M"
"697",422,1,4,206085,1,22,20,"M"
"698",-99,2,-99,208366,1,22,20,"M"
"699",391,1,4,210287,1,22,20,"M"
"700",-99,2,-99,211412,1,22,20,"M"
"701",468,1,4,258335,1,22,20,"M"
"702",-99,2,-99,259335,1,22,20,"M"
"703",408,1,4,261537,1,22,20,"M"
"704",391,1,4,262662,1,22,20,"M"
"705",343,1,4,264210,1,22,20,"M"
"706",-99,2,-99,266523,1,22,20,"M"
"707",359,1,4,268257,1,22,20,"M"
"708",390,1,4,270320,1,22,20,"M"
"709",359,1,4,271741,1,22,20,"M"
"710",390,1,4,272695,1,22,20,"M"
"711",516,1,4,274616,1,22,20,"M"
"712",328,1,4,276882,1,22,20,"M"
"713",390,1,4,278070,1,22,20,"M"
"714",-99,2,-99,279398,1,22,20,"M"
"715",390,1,4,280460,1,22,20,"M"
"716",359,1,4,282116,1,22,20,"M"
"717",390,1,4,284320,1,22,20,"M"
"718",454,1,4,285412,1,22,20,"M"
"719",392,1,4,287553,1,22,20,"M"
"720",438,1,4,289085,1,22,20,"M"
"721",390,1,4,290195,1,22,20,"M"
"722",-99,2,-99,292023,1,22,20,"M"
"723",328,1,4,293695,1,22,20,"M"
"724",438,1,4,294662,1,22,20,"M"
"725",391,1,4,296491,1,22,20,"M"
"726",-99,2,-99,297945,1,22,20,"M"
"727",345,1,4,299412,1,22,20,"M"
"728",423,1,4,301537,1,22,20,"M"
"729",375,1,4,303023,1,22,20,"M"
"730",392,1,4,304303,1,22,20,"M"
"731",421,1,4,305366,1,22,20,"M"
"732",-99,2,-99,306507,1,22,20,"M"
"733",406,1,4,307960,1,22,20,"M"
"734",375,1,4,309523,1,22,20,"M"
"735",484,1,4,311648,1,22,20,"M"
"736",437,1,4,313273,1,22,20,"M"
"737",470,1,4,314475,1,22,20,"M"
"738",-99,2,-99,315600,1,22,20,"M"
"739",360,1,4,317585,1,22,20,"M"
"740",389,1,4,318898,1,22,20,"M"
"741",421,1,4,320507,1,22,20,"M"
"742",421,1,4,321991,1,22,20,"M"
"743",468,1,4,323773,1,22,20,"M"
"744",-99,2,-99,325928,1,22,20,"M"
"745",422,1,4,327148,1,22,20,"M"
"746",437,1,4,328273,1,22,20,"M"
"747",345,1,4,329975,1,22,20,"M"
"748",454,1,4,332241,1,22,20,"M"
"749",406,1,4,333585,1,22,20,"M"
"750",-99,2,-99,334960,1,22,20,"M"
"751",343,1,4,337335,1,22,20,"M"
"752",342,1,4,339445,1,22,20,"M"
"753",405,1,4,341132,1,22,20,"M"
"754",391,1,4,343537,1,22,20,"M"
"755",359,1,4,345678,1,22,20,"M"
"756",-99,2,-99,346741,1,22,20,"M"
"757",359,1,4,348178,1,22,20,"M"
"758",375,1,4,350257,1,22,20,"M"
"759",359,1,4,351928,1,22,20,"M"
"760",360,1,4,353225,1,22,20,"M"
"761",422,1,4,354398,1,22,20,"M"
"762",-99,2,-99,356773,1,22,20,"M"
"763",375,1,4,357898,1,22,20,"M"
"764",-99,2,-99,359257,1,22,20,"M"
"765",422,1,4,361085,1,22,20,"M"
"766",484,1,4,362741,1,22,20,"M"
"767",375,1,4,364710,1,22,20,"M"
"768",-99,2,-99,366428,1,22,20,"M"
"769",329,1,4,368303,1,22,20,"M"
"770",438,1,4,369787,1,22,20,"M"
"771",421,1,4,372132,1,22,20,"M"
"772",345,1,4,374053,1,22,20,"M"
"773",391,1,4,376287,1,22,20,"M"
"774",375,1,4,378070,1,22,20,"M"
"775",437,1,4,379023,1,22,20,"M"
"776",-99,2,-99,380273,1,22,20,"M"
"777",327,1,4,381710,1,22,20,"M"
"778",329,1,4,383241,1,22,20,"M"
"779",327,1,4,384710,1,22,20,"M"
"780",358,1,4,386070,1,22,20,"M"
"781",313,1,4,388303,1,22,20,"M"
"782",343,1,4,390257,1,22,20,"M"
"783",342,1,4,391570,1,22,20,"M"
"784",-99,2,-99,393303,1,22,20,"M"
"785",312,1,4,395366,1,22,20,"M"
"786",313,1,4,396710,1,22,20,"M"
"787",298,1,4,398412,1,22,20,"M"
"788",-99,2,-99,399898,1,22,20,"M"
"789",345,1,4,402178,1,22,20,"M"
"790",408,1,4,404287,1,22,20,"M"
"791",358,1,4,405695,1,22,20,"M"
"792",470,1,4,408053,1,22,20,"M"
"793",469,1,4,409616,1,22,20,"M"
"794",-99,2,-99,411662,1,22,20,"M"
"795",421,1,4,413820,1,22,20,"M"
"796",-99,2,-99,414945,1,22,20,"M"
"797",453,1,4,416600,1,22,20,"M"
"798",-99,2,-99,418882,1,22,20,"M"
"799",407,1,4,419803,1,22,20,"M"
"800",375,1,4,422085,1,22,20,"M"
"801",468,1,4,483257,1,22,20,"M"
"802",391,1,4,485412,1,22,20,"M"
"803",391,1,4,486787,1,22,20,"M"
"804",375,1,4,487882,1,22,20,"M"
"805",485,1,4,490225,1,22,20,"M"
"806",-99,2,-99,491600,1,22,20,"M"
"807",392,1,4,493928,1,22,20,"M"
"808",437,1,4,495648,1,22,20,"M"
"809",406,1,4,496585,1,22,20,"M"
"810",-99,2,-99,498960,1,22,20,"M"
"811",343,1,4,501148,1,22,20,"M"
"812",329,1,4,503178,1,22,20,"M"
"813",391,1,4,505100,1,22,20,"M"
"814",-99,2,-99,506741,1,22,20,"M"
"815",282,1,4,508600,1,22,20,"M"
"816",-99,2,-99,509695,1,22,20,"M"
"817",343,1,4,510710,1,22,20,"M"
"818",514,1,4,512148,1,22,20,"M"
"819",423,1,4,513100,1,22,20,"M"
"820",-99,2,-99,514273,1,22,20,"M"
"821",280,1,4,515945,1,22,20,"M"
"822",421,1,4,517757,1,22,20,"M"
"823",454,1,4,519037,1,22,20,"M"
"824",-99,2,-99,520648,1,22,20,"M"
"825",327,1,4,522898,1,22,20,"M"
"826",-99,2,-99,524695,1,22,20,"M"
"827",313,1,4,526787,1,22,20,"M"
"828",405,1,4,529007,1,22,20,"M"
"829",516,1,4,529975,1,22,20,"M"
"830",-99,2,-99,531335,1,22,20,"M"
"831",484,1,4,533241,1,22,20,"M"
"832",500,1,4,535412,1,22,20,"M"
"833",486,1,4,536912,1,22,20,"M"
"834",422,1,4,539178,1,22,20,"M"
"835",437,1,4,540820,1,22,20,"M"
"836",-99,2,-99,542428,1,22,20,"M"
"837",375,1,4,544273,1,22,20,"M"
"838",-99,2,-99,545866,1,22,20,"M"
"839",375,1,4,547928,1,22,20,"M"
"840",484,1,4,549991,1,22,20,"M"
"841",500,1,4,551600,1,22,20,"M"
"842",516,1,4,553412,1,22,20,"M"
"843",484,1,4,554773,1,22,20,"M"
"844",-99,2,-99,556835,1,22,20,"M"
"845",423,1,4,558037,1,22,20,"M"
"846",-99,2,-99,560350,1,22,20,"M"
"847",327,1,4,562148,1,22,20,"M"
"848",421,1,4,564195,1,22,20,"M"
"849",405,1,4,565898,1,22,20,"M"
"850",421,1,4,568241,1,22,20,"M"
"851",375,1,4,570085,1,22,20,"M"
"852",-99,2,-99,572132,1,22,20,"M"
"853",438,1,4,574335,1,22,20,"M"
"854",-99,2,-99,575975,1,22,20,"M"
"855",546,1,4,576945,1,22,20,"M"
"856",421,1,4,578882,1,22,20,"M"
"857",485,1,4,580085,1,22,20,"M"
"858",609,1,4,581398,1,22,20,"M"
"859",375,1,4,582741,1,22,20,"M"
"860",389,1,4,584398,1,22,20,"M"
"861",484,1,4,586053,1,22,20,"M"
"862",-99,2,-99,587773,1,22,20,"M"
"863",485,1,4,588725,1,22,20,"M"
"864",516,1,4,590162,1,22,20,"M"
"865",470,1,4,592037,1,22,20,"M"
"866",422,1,4,593960,1,22,20,"M"
"867",343,1,4,596085,1,22,20,"M"
"868",360,1,4,597850,1,22,20,"M"
"869",391,1,4,599507,1,22,20,"M"
"870",-99,2,-99,601398,1,22,20,"M"
"871",470,1,4,602600,1,22,20,"M"
"872",405,1,4,604023,1,22,20,"M"
"873",453,1,4,606007,1,22,20,"M"
"874",437,1,4,607116,1,22,20,"M"
"875",452,1,4,609148,1,22,20,"M"
"876",500,1,4,611148,1,22,20,"M"
"877",405,1,4,612257,1,22,20,"M"
"878",-99,2,-99,613303,1,22,20,"M"
"879",342,1,4,614820,1,22,20,"M"
"880",345,1,4,617100,1,22,20,"M"
"881",453,1,4,619070,1,22,20,"M"
"882",359,1,4,620303,1,22,20,"M"
"883",437,1,4,621350,1,22,20,"M"
"884",-99,2,-99,622475,1,22,20,"M"
"885",361,1,4,623662,1,22,20,"M"
"886",-99,2,-99,625491,1,22,20,"M"
"887",358,1,4,627695,1,22,20,"M"
"888",407,1,4,629350,1,22,20,"M"
"889",358,1,4,631195,1,22,20,"M"
"890",438,1,4,632928,1,22,20,"M"
"891",391,1,4,633991,1,22,20,"M"
"892",-99,2,-99,636241,1,22,20,"M"
"893",360,1,4,638475,1,22,20,"M"
"894",405,1,4,640757,1,22,20,"M"
"895",359,1,4,642648,1,22,20,"M"
"896",484,1,4,644991,1,22,20,"M"
"897",516,1,4,646287,1,22,20,"M"
"898",-99,2,-99,648210,1,22,20,"M"
"899",359,1,4,650553,1,22,20,"M"
"900",344,1,4,651991,1,22,20,"M"
"901",375,1,4,49461,1,2,20,"F"
"902",360,1,4,51538,1,2,20,"F"
"903",343,1,4,52523,1,2,20,"F"
"904",327,1,4,54336,1,2,20,"F"
"905",391,1,4,56163,1,2,20,"F"
"906",343,1,4,57711,1,2,20,"F"
"907",391,1,4,59820,1,2,20,"F"
"908",360,2,4,61163,1,2,20,"F"
"909",500,1,4,63054,1,2,20,"F"
"910",405,1,4,64945,1,2,20,"F"
"911",-99,1,-99,67008,1,2,20,"F"
"912",-99,2,-99,69008,1,2,20,"F"
"913",266,1,4,70475,1,2,20,"F"
"914",359,1,4,72836,1,2,20,"F"
"915",405,1,4,75133,1,2,20,"F"
"916",468,1,4,76648,1,2,20,"F"
"917",265,1,4,78383,1,2,20,"F"
"918",298,1,4,79725,1,2,20,"F"
"919",375,1,4,81850,1,2,20,"F"
"920",-99,2,-99,83883,1,2,20,"F"
"921",344,1,4,84929,1,2,20,"F"
"922",296,1,4,85883,1,2,20,"F"
"923",267,1,4,87616,1,2,20,"F"
"924",312,2,4,89461,1,2,20,"F"
"925",467,1,4,91508,1,2,20,"F"
"926",329,1,4,92491,1,2,20,"F"
"927",312,1,4,94788,1,2,20,"F"
"928",-99,2,-99,97100,1,2,20,"F"
"929",452,1,4,98461,1,2,20,"F"
"930",267,1,4,100241,1,2,20,"F"
"931",313,1,4,102350,1,2,20,"F"
"932",-99,2,-99,103461,1,2,20,"F"
"933",328,1,4,104883,1,2,20,"F"
"934",405,1,4,105945,1,2,20,"F"
"935",375,1,4,107663,1,2,20,"F"
"936",391,1,4,108725,1,2,20,"F"
"937",345,1,4,110116,1,2,20,"F"
"938",-99,2,-99,111225,1,2,20,"F"
"939",296,1,4,112633,1,2,20,"F"
"940",297,1,4,113711,1,2,20,"F"
"941",327,1,4,115586,1,2,20,"F"
"942",375,1,4,117148,1,2,20,"F"
"943",296,1,4,118508,1,2,20,"F"
"944",-99,2,-99,120288,1,2,20,"F"
"945",328,1,4,121758,1,2,20,"F"
"946",313,1,4,124116,1,2,20,"F"
"947",328,1,4,126258,1,2,20,"F"
"948",359,1,4,127336,1,2,20,"F"
"949",313,1,4,128648,1,2,20,"F"
"950",484,1,4,130836,1,2,20,"F"
"951",297,1,4,132461,1,2,20,"F"
"952",-99,2,-99,133554,1,2,20,"F"
"953",312,1,4,135554,1,2,20,"F"
"954",360,1,4,137523,1,2,20,"F"
"955",313,1,4,139773,1,2,20,"F"
"956",297,1,4,141741,1,2,20,"F"
"957",296,1,4,143804,1,2,20,"F"
"958",-99,2,-99,144975,1,2,20,"F"
"959",250,1,4,146350,1,2,20,"F"
"960",266,1,4,148570,1,2,20,"F"
"961",283,1,4,149975,1,2,20,"F"
"962",468,1,4,151195,1,2,20,"F"
"963",281,1,4,152898,1,2,20,"F"
"964",-99,2,-99,155148,1,2,20,"F"
"965",266,1,4,157288,1,2,20,"F"
"966",313,1,4,158398,1,2,20,"F"
"967",345,1,4,160538,1,2,20,"F"
"968",329,1,4,162850,1,2,20,"F"
"969",297,1,4,163961,1,2,20,"F"
"970",298,1,4,165413,1,2,20,"F"
"971",298,1,4,167288,1,2,20,"F"
"972",-99,2,-99,169508,1,2,20,"F"
"973",267,1,4,171866,1,2,20,"F"
"974",282,1,4,173804,1,2,20,"F"
"975",312,1,4,176038,1,2,20,"F"
"976",360,1,4,178398,1,2,20,"F"
"977",297,1,4,180086,1,2,20,"F"
"978",-99,2,-99,181725,1,2,20,"F"
"979",266,1,4,183554,1,2,20,"F"
"980",359,1,4,185711,1,2,20,"F"
"981",327,1,4,186648,1,2,20,"F"
"982",282,1,4,187788,1,2,20,"F"
"983",516,1,4,189320,1,2,20,"F"
"984",-99,2,-99,190523,1,2,20,"F"
"985",250,1,4,192633,1,2,20,"F"
"986",266,1,4,193975,1,2,20,"F"
"987",266,1,4,196163,1,2,20,"F"
"988",250,1,4,197741,1,2,20,"F"
"989",328,1,4,199788,1,2,20,"F"
"990",345,1,4,201350,1,2,20,"F"
"991",359,1,4,203554,1,2,20,"F"
"992",-99,2,-99,205898,1,2,20,"F"
"993",375,1,4,207961,1,2,20,"F"
"994",313,1,4,209991,1,2,20,"F"
"995",265,1,4,211133,1,2,20,"F"
"996",-99,2,-99,212100,1,2,20,"F"
"997",327,1,4,214211,1,2,20,"F"
"998",345,1,4,216616,1,2,20,"F"
"999",297,1,4,217961,1,2,20,"F"
"1000",485,1,4,219663,1,2,20,"F"
"1001",407,1,4,263616,1,2,20,"F"
"1002",312,1,4,265038,1,2,20,"F"
"1003",312,1,4,266508,1,2,20,"F"
"1004",-99,2,-99,268913,1,2,20,"F"
"1005",313,1,4,270491,1,2,20,"F"
"1006",312,1,4,272554,1,2,20,"F"
"1007",407,1,4,274788,1,2,20,"F"
"1008",-99,2,-99,276398,1,2,20,"F"
"1009",438,1,4,278398,1,2,20,"F"
"1010",266,1,4,279554,1,2,20,"F"
"1011",421,1,4,281945,1,2,20,"F"
"1012",296,1,4,282945,1,2,20,"F"
"1013",343,1,4,284570,1,2,20,"F"
"1014",266,1,4,286163,1,2,20,"F"
"1015",280,1,4,287336,1,2,20,"F"
"1016",-99,2,-99,288366,1,2,20,"F"
"1017",298,1,4,290413,1,2,20,"F"
"1018",250,1,4,292116,1,2,20,"F"
"1019",266,1,4,293320,1,2,20,"F"
"1020",-99,2,-99,294961,1,2,20,"F"
"1021",233,1,4,296883,1,2,20,"F"
"1022",266,1,4,297850,1,2,20,"F"
"1023",312,1,4,299758,1,2,20,"F"
"1024",-99,2,-99,301070,1,2,20,"F"
"1025",343,1,4,302023,1,2,20,"F"
"1026",375,1,4,304366,1,2,20,"F"
"1027",296,1,4,306554,1,2,20,"F"
"1028",296,1,4,308633,1,2,20,"F"
"1029",359,1,4,310570,1,2,20,"F"
"1030",296,1,4,312133,1,2,20,"F"
"1031",282,1,4,313304,1,2,20,"F"
"1032",-99,2,-99,315648,1,2,20,"F"
"1033",235,1,4,317398,1,2,20,"F"
"1034",282,1,4,318788,1,2,20,"F"
"1035",296,1,4,320133,1,2,20,"F"
"1036",265,1,4,321773,1,2,20,"F"
"1037",234,1,4,323336,1,2,20,"F"
"1038",-99,2,-99,324883,1,2,20,"F"
"1039",267,1,4,326241,1,2,20,"F"
"1040",421,1,4,328320,1,2,20,"F"
"1041",296,1,4,329445,1,2,20,"F"
"1042",280,1,4,331008,1,2,20,"F"
"1043",296,1,4,333195,1,2,20,"F"
"1044",-99,2,-99,334945,1,2,20,"F"
"1045",265,1,4,336883,1,2,20,"F"
"1046",266,1,4,338475,1,2,20,"F"
"1047",281,1,4,340398,1,2,20,"F"
"1048",297,1,4,342523,1,2,20,"F"
"1049",312,1,4,343804,1,2,20,"F"
"1050",312,2,4,345961,1,2,20,"F"
"1051",342,1,4,346883,1,2,20,"F"
"1052",312,1,4,348133,1,2,20,"F"
"1053",296,1,4,349554,1,2,20,"F"
"1054",407,1,4,351788,1,2,20,"F"
"1055",250,1,4,352866,1,2,20,"F"
"1056",421,1,4,354258,1,2,20,"F"
"1057",345,1,4,355975,1,2,20,"F"
"1058",264,2,4,358086,1,2,20,"F"
"1059",266,1,4,360070,1,2,20,"F"
"1060",280,1,4,361320,1,2,20,"F"
"1061",453,1,4,363163,1,2,20,"F"
"1062",-99,2,-99,365320,1,2,20,"F"
"1063",422,1,4,367241,1,2,20,"F"
"1064",250,1,4,368600,1,2,20,"F"
"1065",234,1,4,369961,1,2,20,"F"
"1066",250,1,4,372070,1,2,20,"F"
"1067",313,1,4,373100,1,2,20,"F"
"1068",312,1,4,375008,1,2,20,"F"
"1069",329,1,4,376554,1,2,20,"F"
"1070",-99,2,-99,378820,1,2,20,"F"
"1071",234,1,4,381211,1,2,20,"F"
"1072",265,1,4,383148,1,2,20,"F"
"1073",250,1,4,384820,1,2,20,"F"
"1074",343,2,4,387086,1,2,20,"F"
"1075",267,1,4,389116,1,2,20,"F"
"1076",453,1,4,390913,1,2,20,"F"
"1077",250,1,4,392773,1,2,20,"F"
"1078",-99,2,-99,394883,1,2,20,"F"
"1079",235,1,4,396773,1,2,20,"F"
"1080",220,1,4,398725,1,2,20,"F"
"1081",234,1,4,401116,1,2,20,"F"
"1082",296,1,4,402320,1,2,20,"F"
"1083",297,1,4,404586,1,2,20,"F"
"1084",329,1,4,406225,1,2,20,"F"
"1085",312,1,4,407383,1,2,20,"F"
"1086",-99,2,-99,409366,1,2,20,"F"
"1087",233,1,4,411508,1,2,20,"F"
"1088",250,2,4,412913,1,2,20,"F"
"1089",250,1,4,415100,1,2,20,"F"
"1090",375,2,4,417288,1,2,20,"F"
"1091",547,1,4,418211,1,2,20,"F"
"1092",-99,1,-99,419836,1,2,20,"F"
"1093",282,1,4,421038,1,2,20,"F"
"1094",250,1,4,422211,1,2,20,"F"
"1095",329,1,4,423600,1,2,20,"F"
"1096",281,1,4,424898,1,2,20,"F"
"1097",392,1,4,426366,1,2,20,"F"
"1098",250,2,4,427820,1,2,20,"F"
"1099",283,1,4,429975,1,2,20,"F"
"1100",280,1,4,430961,1,2,20,"F"
"1101",375,1,4,473336,1,2,20,"F"
"1102",-99,2,-99,475148,1,2,20,"F"
"1103",250,1,4,476475,1,2,20,"F"
"1104",313,1,4,478241,1,2,20,"F"
"1105",266,1,4,479600,1,2,20,"F"
"1106",-99,2,-99,481195,1,2,20,"F"
"1107",250,1,4,482850,1,2,20,"F"
"1108",405,1,4,484508,1,2,20,"F"
"1109",298,1,4,486600,1,2,20,"F"
"1110",298,1,4,488725,1,2,20,"F"
"1111",389,1,4,491086,1,2,20,"F"
"1112",-99,2,-99,493070,1,2,20,"F"
"1113",266,1,4,495429,1,2,20,"F"
"1114",250,1,4,497383,1,2,20,"F"
"1115",282,1,4,499679,1,2,20,"F"
"1116",312,1,4,501758,1,2,20,"F"
"1117",359,1,4,503179,1,2,20,"F"
"1118",266,1,4,504913,1,2,20,"F"
"1119",327,1,4,505898,1,2,20,"F"
"1120",-99,2,-99,508225,1,2,20,"F"
"1121",297,1,4,509398,1,2,20,"F"
"1122",298,1,4,510788,1,2,20,"F"
"1123",297,1,4,512366,1,2,20,"F"
"1124",391,1,4,514554,1,2,20,"F"
"1125",485,1,4,516038,1,2,20,"F"
"1126",235,1,4,517523,1,2,20,"F"
"1127",328,1,4,518663,1,2,20,"F"
"1128",-99,2,-99,520679,1,2,20,"F"
"1129",250,1,4,522836,1,2,20,"F"
"1130",-99,2,-99,523866,1,2,20,"F"
"1131",250,1,4,525023,1,2,20,"F"
"1132",234,1,4,527336,1,2,20,"F"
"1133",358,1,4,528258,1,2,20,"F"
"1134",282,1,4,530288,1,2,20,"F"
"1135",312,1,4,531633,1,2,20,"F"
"1136",327,1,4,533898,1,2,20,"F"
"1137",359,1,4,535070,1,2,20,"F"
"1138",-99,2,-99,536648,1,2,20,"F"
"1139",360,1,4,538663,1,2,20,"F"
"1140",313,1,4,540320,1,2,20,"F"
"1141",329,1,4,542350,1,2,20,"F"
"1142",-99,2,-99,543648,1,2,20,"F"
"1143",282,1,4,545413,1,2,20,"F"
"1144",329,1,4,547554,1,2,20,"F"
"1145",280,1,4,549883,1,2,20,"F"
"1146",485,1,4,551648,1,2,20,"F"
"1147",297,1,4,553711,1,2,20,"F"
"1148",516,1,4,555975,1,2,20,"F"
"1149",266,1,4,557788,1,2,20,"F"
"1150",-99,2,-99,559648,1,2,20,"F"
"1151",250,1,4,561633,1,2,20,"F"
"1152",313,1,4,563023,1,2,20,"F"
"1153",313,1,4,564350,1,2,20,"F"
"1154",329,1,4,566179,1,2,20,"F"
"1155",516,1,4,567725,1,2,20,"F"
"1156",312,2,4,569288,1,2,20,"F"
"1157",407,1,4,571241,1,2,20,"F"
"1158",361,1,4,573100,1,2,20,"F"
"1159",375,1,4,574179,1,2,20,"F"
"1160",500,1,4,576429,1,2,20,"F"
"1161",296,1,4,578695,1,2,20,"F"
"1162",297,2,4,581023,1,2,20,"F"
"1163",298,1,4,582413,1,2,20,"F"
"1164",233,1,4,584258,1,2,20,"F"
"1165",234,1,4,585570,1,2,20,"F"
"1166",329,1,4,586741,1,2,20,"F"
"1167",359,1,4,588070,1,2,20,"F"
"1168",-99,2,-99,589350,1,2,20,"F"
"1169",296,1,4,591445,1,2,20,"F"
"1170",282,1,4,593741,1,2,20,"F"
"1171",329,1,4,594975,1,2,20,"F"
"1172",375,1,4,597273,1,2,20,"F"
"1173",327,1,4,599523,1,2,20,"F"
"1174",-99,2,-99,601898,1,2,20,"F"
"1175",296,1,4,602945,1,2,20,"F"
"1176",329,1,4,604054,1,2,20,"F"
"1177",485,1,4,606023,1,2,20,"F"
"1178",437,1,4,607038,1,2,20,"F"
"1179",265,1,4,608898,1,2,20,"F"
"1180",329,2,4,611100,1,2,20,"F"
"1181",517,1,4,612866,1,2,20,"F"
"1182",-99,2,-99,614054,1,2,20,"F"
"1183",313,1,4,615773,1,2,20,"F"
"1184",-99,2,-99,617133,1,2,20,"F"
"1185",282,1,4,619163,1,2,20,"F"
"1186",453,1,4,620413,1,2,20,"F"
"1187",329,1,4,622679,1,2,20,"F"
"1188",282,1,4,624538,1,2,20,"F"
"1189",267,1,4,626616,1,2,20,"F"
"1190",453,1,4,628163,1,2,20,"F"
"1191",297,1,4,629241,1,2,20,"F"
"1192",-99,2,-99,630820,1,2,20,"F"
"1193",470,1,4,632866,1,2,20,"F"
"1194",360,1,4,633773,1,2,20,"F"
"1195",296,1,4,635945,1,2,20,"F"
"1196",-99,2,-99,637866,1,2,20,"F"
"1197",313,1,4,640148,1,2,20,"F"
"1198",-99,2,-99,641929,1,2,20,"F"
"1199",391,1,4,643100,1,2,20,"F"
"1200",298,1,4,644163,1,2,20,"F"
"1201",408,1,4,37484,1,5,18,"F"
"1202",265,1,4,39267,1,5,18,"F"
"1203",280,1,4,40454,1,5,18,"F"
"1204",-99,2,-99,42017,1,5,18,"F"
"1205",313,1,4,44359,1,5,18,"F"
"1206",298,1,4,46422,1,5,18,"F"
"1207",313,1,4,48734,1,5,18,"F"
"1208",296,1,4,51079,1,5,18,"F"
"1209",405,1,4,52579,1,5,18,"F"
"1210",281,1,4,54032,1,5,18,"F"
"1211",343,1,4,55829,1,5,18,"F"
"1212",280,2,4,57454,1,5,18,"F"
"1213",359,1,4,58970,1,5,18,"F"
"1214",-99,2,-99,61095,1,5,18,"F"
"1215",407,1,4,62922,1,5,18,"F"
"1216",297,1,4,64875,1,5,18,"F"
"1217",327,1,4,65845,1,5,18,"F"
"1218",329,1,4,67313,1,5,18,"F"
"1219",345,1,4,68797,1,5,18,"F"
"1220",-99,2,-99,70797,1,5,18,"F"
"1221",345,1,4,72047,1,5,18,"F"
"1222",327,1,4,73282,1,5,18,"F"
"1223",327,1,4,74345,1,5,18,"F"
"1224",345,1,4,76734,1,5,18,"F"
"1225",296,1,4,77954,1,5,18,"F"
"1226",-99,2,-99,79250,1,5,18,"F"
"1227",328,1,4,81579,1,5,18,"F"
"1228",-99,2,-99,83845,1,5,18,"F"
"1229",343,1,4,85345,1,5,18,"F"
"1230",359,1,4,86313,1,5,18,"F"
"1231",312,1,4,88345,1,5,18,"F"
"1232",328,1,4,89892,1,5,18,"F"
"1233",438,1,4,91609,1,5,18,"F"
